asset_id,cohort_start_date,entry_month,vehicle_class,monthly_km,engine_hours_per_month,load_factor,temperature_exposure,prior_repairs,service_delay_days,route_severity,preventive_maintenance_score,duration_months,event
VH-01911,2023-10-23,22,Light,1838.0,43.7,0.74,0.4269,2,3.5,0.5118,0.8372,56.54,0
VH-01912,2022-07-30,7,Light,4362.2,88.2,0.6376,0.7634,2,13.0,0.4358,0.7133,69.2055,0
VH-01913,2023-04-26,16,Heavy,5189.6,116.9,0.4858,0.6392,0,1.7,0.6982,0.7278,41.4444,0
VH-01914,2022-05-31,5,Medium,4578.0,126.5,0.7725,0.3087,1,2.3,0.503,0.8992,46.3451,0
VH-01915,2022-11-27,11,Light,6516.1,128.4,0.5124,0.5548,0,9.8,0.5716,0.5711,10.0774,1
VH-01916,2022-11-27,11,Light,3267.3,60.6,0.8223,0.1019,1,5.8,0.4718,0.9116,36.5643,0
VH-01917,2023-08-24,20,Medium,1426.4,22.3,0.2782,0.2822,0,7.2,0.2495,0.7885,55.866,0
VH-01918,2022-01-31,1,Heavy,5715.5,120.8,0.7967,0.4822,1,4.7,0.3801,0.8242,33.6922,1
VH-01919,2022-03-02,2,Medium,3694.4,81.9,0.5608,0.7232,1,6.3,0.599,0.6952,46.1895,0
VH-01920,2023-08-24,20,Heavy,1862.2,55.8,0.8346,0.1745,0,6.9,0.5543,0.7738,37.1031,1
VH-01921,2022-09-28,9,Medium,4262.2,101.6,0.8015,0.3155,0,6.2,0.5637,0.7793,39.3637,0
VH-01922,2023-09-23,21,Medium,6345.8,141.9,0.6851,0.2297,2,2.3,0.5062,0.7426,20.5096,0
VH-01923,2023-08-24,20,Medium,2605.1,62.0,0.6437,0.4366,1,5.5,0.8638,0.7392,34.0889,0
VH-01924,2022-04-01,3,Medium,8004.0,187.2,0.6443,0.4889,0,7.3,0.2055,0.7891,36.4313,0
VH-01925,2022-11-27,11,Light,3243.2,46.8,0.6682,0.6704,1,3.9,0.6038,0.9231,50.5269,0
VH-01926,2022-08-29,8,Light,4630.5,119.0,0.4167,0.5685,0,4.7,0.6528,0.6001,60.3007,0
VH-01927,2022-11-27,11,Medium,2671.3,47.0,0.6995,0.2291,2,6.3,0.3101,0.8138,18.6399,0
VH-01928,2022-06-30,6,Heavy,4562.4,94.7,0.7316,0.5537,1,9.2,0.5872,0.7211,48.1528,0
VH-01929,2022-01-31,1,Light,4299.4,100.6,0.4745,0.8772,1,3.4,0.2959,0.5648,21.142,0
VH-01930,2023-09-23,21,Medium,2265.8,49.2,0.5205,0.7424,1,6.7,0.4887,0.7317,40.1465,0
VH-01931,2023-02-25,14,Medium,8738.7,201.5,0.6919,0.3262,1,6.6,0.6298,0.5948,17.3195,1
VH-01932,2022-04-01,3,Medium,3757.0,85.6,0.7274,0.3594,1,7.5,0.4435,0.9336,19.3152,0
VH-01933,2022-09-28,9,Heavy,3758.3,79.2,0.5863,0.5798,4,11.4,0.7254,0.9369,27.7443,0
VH-01934,2022-08-29,8,Heavy,5953.6,155.2,0.6848,0.2008,1,8.1,0.7324,0.6188,50.3815,1
VH-01935,2023-04-26,16,Heavy,7221.4,171.1,0.8566,0.5764,0,2.9,0.3869,0.895,34.2901,1
VH-01936,2022-12-27,12,Light,6189.7,142.1,0.5696,0.1454,0,3.6,0.6846,0.8116,27.4965,0
VH-01937,2022-12-27,12,Medium,2698.2,70.3,0.8318,0.0985,0,4.2,0.7581,0.585,37.1626,1
VH-01938,2022-01-31,1,Medium,4820.9,96.6,0.9117,0.3446,0,8.2,0.31,0.8505,52.8804,0
VH-01939,2023-05-26,17,Light,1677.9,69.9,0.3996,0.0919,1,4.7,0.9105,0.6392,27.339,0
VH-01940,2022-05-31,5,Light,5852.6,113.7,0.9072,0.3607,4,4.5,0.1614,0.9015,38.1024,0
VH-01941,2022-10-28,10,Light,2047.2,47.2,0.6544,0.0224,0,5.7,0.5551,0.7163,20.7034,0
VH-01942,2023-04-26,16,Medium,3295.2,68.9,0.859,0.4103,0,15.1,0.4488,0.9277,2.1085,1
VH-01943,2023-09-23,21,Medium,4495.2,95.0,0.5174,0.5525,0,2.2,0.3208,0.7132,19.1516,1
VH-01944,2023-09-23,21,Light,5167.5,108.0,0.5596,0.8979,1,3.2,0.4083,0.6524,4.1952,1
VH-01945,2023-09-23,21,Heavy,4108.6,79.7,0.7816,0.3923,1,6.8,0.5971,0.9358,45.8874,1
VH-01946,2023-10-23,22,Heavy,6778.6,168.5,0.9241,0.3002,2,0.5,0.9733,0.8457,4.3226,1
VH-01947,2023-03-27,15,Light,5584.9,106.0,0.774,0.4832,2,3.9,0.7537,0.6262,6.7693,1
VH-01948,2023-11-22,23,Heavy,5467.1,136.2,0.5445,0.3831,0,8.6,0.4377,0.796,63.7481,0
VH-01949,2023-04-26,16,Light,2655.9,68.7,0.7393,0.8416,0,5.8,0.3993,0.4208,15.1252,1
VH-01950,2022-05-01,4,Heavy,7049.1,150.9,0.9563,0.4261,1,5.9,0.3531,0.745,14.6399,1
VH-01951,2023-02-25,14,Heavy,3295.4,81.2,0.7077,0.4561,1,6.2,0.2904,0.628,23.5938,0
VH-01952,2023-09-23,21,Light,7106.3,155.5,0.7786,0.1358,0,2.8,0.4484,0.8872,50.58,1
VH-01953,2023-08-24,20,Heavy,7533.3,150.9,0.874,0.3492,1,5.7,0.6013,0.8513,13.2701,1
VH-01954,2023-01-26,13,Heavy,5269.0,100.7,0.5409,0.1975,0,15.1,0.2678,0.6216,66.5107,0
VH-01955,2023-03-27,15,Heavy,6048.0,144.2,0.9324,0.3029,0,6.4,0.2446,0.8056,26.2865,0
VH-01956,2023-09-23,21,Heavy,800.0,26.8,0.5709,0.5664,0,8.4,0.617,0.69,26.7002,0
VH-01957,2022-11-27,11,Medium,4207.5,97.1,0.393,0.3708,0,10.5,0.2539,0.7766,21.3986,0
VH-01958,2022-08-29,8,Light,6153.2,130.9,0.7341,0.7575,1,5.6,0.2502,0.3872,20.1549,1
VH-01959,2022-11-27,11,Heavy,5886.8,128.0,0.7936,0.1491,0,5.6,0.4482,0.8282,51.1133,0
VH-01960,2022-05-31,5,Medium,2670.4,54.5,0.8136,0.4575,1,6.2,0.8465,0.3912,26.6015,1
VH-01961,2023-05-26,17,Medium,4059.4,64.0,0.9504,0.5593,0,6.0,0.4944,0.8559,36.963,0
VH-01962,2022-07-30,7,Medium,800.0,20.0,0.8873,0.0723,2,2.8,0.6071,0.4385,63.9252,0
VH-01963,2022-10-28,10,Medium,5119.5,121.6,0.8641,0.7318,0,4.3,0.4433,0.3111,14.9262,1
VH-01964,2022-11-27,11,Light,1675.0,38.2,0.8264,0.3076,0,0.9,0.4986,0.7735,18.4995,0
VH-01965,2022-10-28,10,Heavy,6195.7,164.2,0.5447,0.6105,2,8.6,0.9162,0.7815,20.2578,1
VH-01966,2022-03-02,2,Light,6274.1,124.4,0.6038,0.6263,1,1.7,0.6409,0.9068,65.2524,0
VH-01967,2023-04-26,16,Heavy,3788.4,74.3,0.8093,0.5818,2,3.7,0.4439,0.9528,46.9214,0
VH-01968,2023-07-25,19,Heavy,5281.9,119.4,0.9729,0.3937,0,5.3,0.7393,0.5257,22.3502,0
VH-01969,2023-06-25,18,Medium,4174.4,96.4,0.4746,0.3252,1,2.1,0.4285,0.8662,58.2017,0
VH-01970,2023-11-22,23,Medium,4862.9,79.5,0.7723,0.7083,1,5.3,0.7621,0.4928,12.8826,1
VH-01971,2023-11-22,23,Medium,2779.1,70.8,0.562,0.6629,0,7.9,0.5523,0.63,20.7872,0
VH-01972,2022-05-01,4,Heavy,5433.7,124.5,0.7266,0.5213,0,6.2,0.7931,0.7622,35.9506,0
VH-01973,2022-11-27,11,Heavy,2038.2,20.0,0.4634,0.3222,0,15.9,0.7557,0.6733,34.5522,0
VH-01974,2023-11-22,23,Medium,1755.1,37.3,0.8382,0.3578,0,5.7,0.6775,0.7082,59.0916,0
VH-01975,2023-10-23,22,Light,4317.1,83.8,0.805,0.6862,0,4.4,0.4363,0.9057,59.9114,0
VH-01976,2022-04-01,3,Light,4183.1,86.2,0.7516,0.1741,1,3.3,0.4708,0.4925,23.2518,0
VH-01977,2022-10-28,10,Medium,4908.5,89.0,0.7067,0.4279,3,3.6,0.4759,0.7971,25.9854,0
VH-01978,2023-03-27,15,Heavy,3525.7,84.6,0.7431,0.6989,0,12.5,0.8846,0.8363,27.4546,0
VH-01979,2023-03-27,15,Heavy,7328.5,189.3,0.8566,0.2962,1,11.9,0.4979,0.6292,21.6985,1
VH-01980,2022-06-30,6,Light,4740.9,109.3,0.9218,0.1105,3,8.6,0.8488,0.7608,12.6449,1
VH-01981,2023-05-26,17,Heavy,4849.3,75.4,0.6535,0.3889,4,1.2,0.3556,0.898,36.571,0
VH-01982,2022-08-29,8,Medium,4795.9,110.9,0.4687,0.1457,0,3.1,0.6286,0.8299,58.9767,0
VH-01983,2023-01-26,13,Heavy,6004.4,130.5,0.6086,0.19,0,4.4,0.5644,0.8306,48.8832,0
VH-01984,2022-10-28,10,Light,5364.0,102.7,0.4963,0.3616,0,3.5,0.426,0.8162,36.5124,0
VH-01985,2022-10-28,10,Medium,5163.0,120.0,0.8572,0.2914,1,6.3,0.494,0.7793,5.6677,1
VH-01986,2023-03-27,15,Heavy,5604.0,137.7,0.9307,0.342,0,7.0,0.6858,0.8703,21.428,1
VH-01987,2022-12-27,12,Medium,1763.1,29.2,0.451,0.4402,3,6.9,0.2165,0.9443,20.7445,0
VH-01988,2023-01-26,13,Medium,1819.7,20.0,0.6716,0.2769,1,0.9,0.6917,0.5783,20.7407,0
VH-01989,2022-01-01,0,Heavy,4385.9,67.3,0.4011,0.1026,0,0.8,0.7033,0.8822,38.6748,0
VH-01990,2023-10-23,22,Light,4203.5,83.4,0.9465,0.5435,2,5.4,0.302,0.3326,11.7664,1
VH-01991,2023-05-26,17,Light,5369.7,117.0,0.4048,0.7506,0,6.3,0.4515,0.8924,41.2179,0
VH-01992,2023-08-24,20,Medium,4530.0,92.9,0.8665,0.5929,2,2.1,0.6199,0.434,2.3603,1
VH-01993,2023-01-26,13,Medium,5372.8,109.1,0.8152,0.153,3,7.7,0.3486,0.8413,49.541,0
VH-01994,2023-11-22,23,Light,2631.6,67.0,0.3344,0.6789,0,3.3,0.5238,0.9199,29.9034,0
VH-01995,2023-05-26,17,Medium,4483.9,106.6,0.5497,0.6283,1,4.7,0.4269,0.7351,57.0115,0
VH-01996,2022-05-01,4,Heavy,2488.4,58.3,0.6328,0.6036,1,1.5,0.5083,0.3388,14.7713,1
VH-01997,2023-10-23,22,Medium,5080.3,125.1,0.6587,0.3509,1,2.3,0.8026,0.3415,26.3686,1
VH-01998,2022-12-27,12,Medium,1682.6,27.5,0.7853,0.1107,0,2.2,0.7929,0.6721,23.6078,0
VH-01999,2022-09-28,9,Heavy,5022.5,95.2,0.7182,0.4696,1,7.3,0.677,0.7381,25.7587,0
VH-02000,2023-03-27,15,Medium,2296.5,43.2,0.5937,0.0779,2,11.0,0.3891,0.6496,27.6124,0
VH-02001,2022-03-02,2,Heavy,3924.7,78.3,0.672,0.8516,0,17.1,0.26,0.8438,32.3598,0
VH-02002,2023-04-26,16,Medium,5842.4,99.1,0.6633,0.8291,1,3.0,0.6779,0.4501,32.6128,1
VH-02003,2022-07-30,7,Heavy,4841.1,99.4,0.7308,0.2562,0,9.6,0.1865,0.7214,70.2808,0
VH-02004,2023-11-22,23,Medium,2031.5,61.7,0.7004,0.3658,0,1.0,0.7851,0.7636,43.0167,0
VH-02005,2023-03-27,15,Light,3491.4,89.6,0.2225,0.4878,0,9.4,0.4188,0.6233,53.6757,0
VH-02006,2022-09-28,9,Heavy,2247.9,57.8,0.7758,0.2935,0,3.6,0.455,0.5498,46.3957,0
VH-02007,2022-09-28,9,Medium,1957.9,45.5,0.7476,0.1378,0,8.6,0.5751,0.8724,63.1436,0
VH-02008,2022-09-28,9,Light,4676.5,125.7,0.7019,0.2493,3,3.7,0.7218,0.9747,33.2527,0
VH-02009,2023-09-23,21,Light,5340.4,102.8,0.873,0.4978,2,6.1,0.9134,0.9651,27.0378,0
VH-02010,2023-02-25,14,Medium,5160.9,100.2,0.7264,0.348,0,4.4,0.4372,0.5414,48.335,0
VH-02011,2022-06-30,6,Light,5403.9,137.0,0.8424,0.5089,0,4.3,0.3685,0.6761,26.1295,0
VH-02012,2022-08-29,8,Medium,4482.1,100.0,0.8254,0.6136,0,6.1,0.2262,0.5206,35.255,1
VH-02013,2022-10-28,10,Light,4089.9,80.8,0.8343,0.7457,0,2.6,0.928,0.7543,6.2307,1
VH-02014,2023-04-26,16,Medium,2890.4,72.5,0.8171,0.3949,1,1.8,0.4688,0.4994,49.3838,1
VH-02015,2023-06-25,18,Medium,3839.9,78.8,0.9741,0.4115,1,7.2,0.5142,0.6989,31.4753,1
VH-02016,2022-04-01,3,Medium,2518.0,43.4,0.8961,0.7081,1,4.4,0.3576,0.4232,49.4767,1
VH-02017,2022-08-29,8,Medium,3232.3,58.8,0.5031,0.2734,2,3.4,0.7201,0.9662,39.4243,0
VH-02018,2023-10-23,22,Light,4633.4,107.8,0.8059,0.4635,0,4.5,0.3902,0.8283,27.5534,0
VH-02019,2023-11-22,23,Medium,4323.3,99.2,0.8751,0.5901,1,6.2,0.3934,0.7268,27.0661,1
VH-02020,2022-09-28,9,Medium,9000.0,220.0,0.4877,0.3005,3,4.3,0.6129,0.5662,16.4396,1
VH-02021,2022-06-30,6,Medium,2481.3,50.8,0.4162,0.1017,0,8.3,0.9052,0.9406,24.2496,0
VH-02022,2022-04-01,3,Light,4312.4,91.2,0.6892,0.6186,2,7.6,0.6016,0.8844,66.8102,0
VH-02023,2022-05-01,4,Light,2364.4,74.1,0.7132,0.722,0,8.3,0.615,0.623,6.5432,1
VH-02024,2022-08-29,8,Light,3918.3,101.9,0.6926,0.853,0,4.8,0.7886,0.6822,41.9822,1
VH-02025,2022-10-28,10,Medium,3979.4,90.6,0.8246,0.2792,1,5.2,0.53,0.5464,10.9794,1
VH-02026,2023-09-23,21,Medium,5767.3,104.7,0.7014,0.2537,2,2.7,0.4978,0.6527,40.9266,1
VH-02027,2022-08-29,8,Heavy,3825.5,72.8,0.9511,0.7859,0,2.3,0.4525,0.9435,11.6252,1
VH-02028,2023-04-26,16,Medium,4213.0,77.8,0.3564,0.5662,1,5.9,0.5702,0.7042,63.5113,0
VH-02029,2022-01-01,0,Medium,3854.5,86.2,0.7214,0.6965,1,2.8,0.3922,0.7277,40.2858,1
VH-02030,2023-04-26,16,Medium,2398.4,45.7,0.8493,0.3946,1,2.9,0.8597,0.8277,48.94,1
VH-02031,2022-09-28,9,Light,3521.8,102.3,0.9656,0.4083,0,8.3,0.571,0.6507,37.759,1
VH-02032,2023-05-26,17,Medium,3927.1,63.7,0.7154,0.4141,3,6.1,0.3738,0.595,59.3689,0
VH-02033,2022-09-28,9,Medium,4610.7,85.0,0.6848,0.5146,0,4.1,0.176,0.5527,58.5469,0
VH-02034,2022-05-31,5,Medium,5338.4,122.3,0.6349,0.4742,0,10.1,0.529,0.2917,5.7986,1
VH-02035,2023-03-27,15,Light,4148.1,100.0,0.9297,0.2846,2,7.1,0.493,0.574,42.5426,1
VH-02036,2022-05-31,5,Heavy,4121.7,52.8,0.7532,0.511,0,10.0,0.4462,0.8638,33.775,0
VH-02037,2022-06-30,6,Heavy,1918.8,20.0,0.5838,0.6489,1,7.4,0.4943,0.5812,53.4715,1
VH-02038,2023-07-25,19,Light,5309.6,114.0,0.7376,0.6113,1,6.2,0.6515,0.7476,51.9535,1
VH-02039,2023-10-23,22,Medium,3456.2,97.1,0.9445,0.4611,0,1.5,0.4589,0.5321,26.8512,1
VH-02040,2023-10-23,22,Heavy,5620.7,153.2,0.8365,0.5972,0,8.3,0.6834,0.6709,20.0654,1
VH-02041,2023-03-27,15,Medium,6474.7,137.7,0.5949,0.3607,0,4.0,0.4422,0.7472,62.042,1
VH-02042,2022-05-31,5,Heavy,4218.1,91.2,0.7584,0.1922,0,10.1,0.3651,0.8213,44.1484,0
VH-02043,2023-06-25,18,Medium,2965.0,53.3,0.5764,0.3302,0,19.3,0.2236,0.6748,57.8056,0
VH-02044,2022-09-28,9,Heavy,4475.0,108.9,0.7977,0.5075,0,7.4,0.5509,0.714,26.8963,1
VH-02045,2023-07-25,19,Heavy,5023.1,134.6,0.9285,0.4269,0,2.8,0.4906,0.5664,21.1544,0
VH-02046,2023-10-23,22,Light,4026.7,108.3,0.7669,0.2665,0,1.2,0.5081,0.6563,18.6426,0
VH-02047,2022-07-30,7,Medium,3653.9,80.8,0.7176,0.2089,0,1.0,0.5238,0.9332,48.5238,1
VH-02048,2022-09-28,9,Medium,5345.3,106.2,0.9252,0.2411,0,3.5,0.6548,0.7949,25.2022,1
VH-02049,2022-01-31,1,Light,5246.4,116.7,0.8053,0.245,1,5.9,0.5875,0.5856,8.5599,1
VH-02050,2022-10-28,10,Medium,3980.6,109.2,0.7114,0.4639,0,1.1,0.1902,0.6185,43.0868,0
VH-02051,2022-03-02,2,Heavy,2018.9,38.9,0.805,0.2579,2,5.4,0.7068,0.5669,15.4764,1
VH-02052,2022-06-30,6,Light,5184.6,88.0,0.1878,0.2742,0,6.1,0.6576,0.5149,30.647,0
VH-02053,2023-11-22,23,Medium,3349.0,69.0,0.9086,0.321,1,11.0,0.585,0.8911,33.4725,0
VH-02054,2023-04-26,16,Heavy,4821.5,103.0,0.5739,0.4024,1,1.5,0.7176,0.5425,44.0656,1
VH-02055,2022-12-27,12,Medium,4726.7,77.7,0.9096,0.2048,0,8.3,0.574,0.938,55.2921,0
VH-02056,2023-01-26,13,Medium,1666.6,40.5,0.9306,0.3066,1,15.8,0.5479,0.7426,43.3745,0
VH-02057,2022-08-29,8,Heavy,4621.6,110.3,0.7544,0.3176,1,7.0,0.5736,0.9509,20.0873,0
VH-02058,2022-07-30,7,Medium,5271.8,145.0,0.7453,0.4343,3,6.3,0.8686,0.4515,30.5294,1
VH-02059,2023-03-27,15,Light,5455.7,101.3,0.6135,0.6141,0,3.9,0.7643,0.54,26.2175,0
VH-02060,2022-10-28,10,Light,4676.0,114.9,0.7082,0.1104,1,6.0,0.6982,0.8033,63.7684,0
VH-02061,2022-11-27,11,Heavy,1534.2,48.6,0.5738,0.2713,0,1.5,0.3711,0.6319,39.2068,0
VH-02062,2023-03-27,15,Medium,6415.6,150.4,0.6991,0.503,1,13.4,0.3123,0.8878,58.7051,0
VH-02063,2023-11-22,23,Medium,5116.5,98.6,0.76,0.3587,2,6.9,0.6732,0.5972,23.37,1
VH-02064,2022-11-27,11,Light,2695.0,43.9,0.8122,0.4083,0,3.4,0.2934,0.7228,70.7334,0
VH-02065,2022-06-30,6,Medium,3318.4,75.2,0.5463,0.4986,1,10.8,0.5142,0.5346,38.6875,0
VH-02066,2023-07-25,19,Heavy,4846.8,109.1,0.5256,0.2399,1,1.8,0.2041,0.7255,44.4675,0
VH-02067,2023-03-27,15,Medium,5519.7,114.3,0.5,0.5578,1,3.2,0.6761,0.8729,16.7866,1
VH-02068,2023-05-26,17,Heavy,3768.1,103.1,0.8524,0.1754,1,3.0,0.6898,0.7081,51.4838,0
VH-02069,2023-07-25,19,Medium,5738.3,121.5,0.8918,0.2993,1,1.8,0.5836,0.4505,21.4229,1
VH-02070,2023-01-26,13,Medium,1810.8,20.0,0.7175,0.2094,2,2.6,0.2966,0.6433,18.0569,1
VH-02071,2022-07-30,7,Heavy,2936.3,61.9,0.8533,0.3763,1,4.4,0.3131,0.9068,24.8649,0
VH-02072,2022-05-31,5,Medium,1403.5,38.4,0.8846,0.8414,2,2.1,0.2884,0.849,20.7229,0
VH-02073,2023-06-25,18,Medium,3153.9,75.2,0.743,0.3195,1,3.3,0.4546,0.8161,44.2152,0
VH-02074,2023-10-23,22,Heavy,6762.1,155.3,0.8286,0.2805,0,7.7,0.6985,0.5277,16.2248,1
VH-02075,2023-08-24,20,Medium,7586.7,191.0,0.9348,0.5948,1,1.7,0.8926,0.6988,17.962,1
VH-02076,2023-05-26,17,Medium,4851.9,91.1,0.8571,0.6703,2,8.3,0.7221,0.4838,21.6329,1
VH-02077,2023-06-25,18,Heavy,3542.4,72.4,0.5753,0.6253,1,2.2,0.4331,0.6876,28.8841,0
VH-02078,2023-10-23,22,Light,4167.5,115.8,0.5325,0.4613,1,3.0,0.5114,0.871,45.1144,0
VH-02079,2022-10-28,10,Medium,5210.0,86.3,0.9031,0.3795,1,4.0,0.5411,0.6633,7.4856,1
VH-02080,2023-01-26,13,Light,2155.5,47.1,0.9052,0.619,1,5.8,0.5999,0.7049,25.3882,0
VH-02081,2022-07-30,7,Medium,3641.3,99.4,0.3248,0.2125,1,15.1,0.4113,0.4339,42.5302,0
VH-02082,2022-11-27,11,Light,6652.3,166.0,0.7539,0.8874,2,4.7,0.803,0.6335,15.0076,1
VH-02083,2023-01-26,13,Medium,2931.4,75.0,0.8679,0.2055,0,2.3,0.6278,0.5526,27.4059,0
VH-02084,2022-05-01,4,Light,3376.5,85.3,0.6362,0.6557,0,22.8,0.6611,0.6149,40.5362,0
VH-02085,2023-04-26,16,Medium,4519.8,84.8,0.9284,0.4803,2,4.4,0.8501,0.7704,19.7174,1
VH-02086,2022-12-27,12,Medium,4924.7,130.0,0.8028,0.2595,0,11.4,0.6278,0.6879,7.3821,1
VH-02087,2023-09-23,21,Medium,3562.5,61.2,0.9164,0.4431,0,8.8,0.3086,0.694,50.6725,0
VH-02088,2023-05-26,17,Medium,4615.4,85.5,0.8687,0.6749,1,2.5,0.6661,0.5564,31.0509,1
VH-02089,2022-05-31,5,Heavy,5411.9,126.1,0.7453,0.4582,1,5.4,0.7266,0.6313,8.2772,1
VH-02090,2022-04-01,3,Medium,7442.2,158.0,0.9305,0.273,1,12.6,0.6721,0.6094,10.5823,1
VH-02091,2022-05-01,4,Medium,4310.6,98.9,0.2537,0.0536,0,9.0,0.3934,0.5219,36.027,0
VH-02092,2023-05-26,17,Heavy,4438.1,105.1,0.8807,0.596,0,2.8,0.3133,0.6771,42.1754,0
VH-02093,2022-10-28,10,Medium,6791.2,177.6,0.823,0.3971,3,18.4,0.4579,0.4674,15.7593,1
VH-02094,2023-05-26,17,Light,3676.3,88.2,0.8938,0.0772,0,5.2,0.3814,0.7829,51.8544,0
VH-02095,2022-05-31,5,Heavy,2513.5,46.6,0.8015,0.4149,0,3.0,0.7141,0.5134,45.8266,0
VH-02096,2022-10-28,10,Medium,4875.4,118.5,0.8189,0.216,1,21.4,0.3947,0.7208,53.3353,0
VH-02097,2023-08-24,20,Light,6114.3,123.4,0.5615,0.1282,1,17.1,0.1827,0.5176,46.7636,0
VH-02098,2022-03-02,2,Medium,5041.6,125.7,0.7128,0.5898,0,7.1,0.7166,0.8968,37.2228,0
VH-02099,2022-05-01,4,Light,4354.5,97.7,0.6887,0.1822,2,9.6,0.5048,0.7347,33.0222,0
VH-02100,2022-05-01,4,Light,2327.4,57.7,0.4291,0.4222,0,10.4,0.4634,0.6436,42.0208,0
VH-02101,2022-09-28,9,Heavy,4412.4,71.3,0.9224,0.4311,1,4.4,0.8828,0.8718,25.0736,1
VH-02102,2022-11-27,11,Light,6349.7,107.3,0.9081,0.2867,2,8.7,0.544,0.2729,17.3346,1
VH-02103,2022-06-30,6,Heavy,2648.8,36.3,0.7648,0.0639,0,1.2,0.9698,0.9789,50.3481,0
VH-02104,2023-09-23,21,Heavy,4132.9,118.0,0.4091,0.1732,1,4.2,0.3643,0.7924,19.5843,0
VH-02105,2023-10-23,22,Medium,3918.8,69.9,0.665,0.3923,0,9.5,0.7501,0.6057,53.7102,1
VH-02106,2023-08-24,20,Heavy,3453.4,87.7,0.734,0.6534,1,4.9,0.6595,0.4396,6.8015,1
VH-02107,2023-10-23,22,Heavy,4871.9,98.6,0.4305,0.2145,0,1.1,0.2015,0.8695,23.097,0
VH-02108,2023-11-22,23,Heavy,5165.0,111.2,0.6923,0.3544,3,1.0,0.189,0.7153,64.3475,0
VH-02109,2022-10-28,10,Medium,5149.2,113.8,0.7214,0.7563,1,7.9,0.4265,0.8204,41.2597,0
VH-02110,2022-04-01,3,Light,3034.8,92.1,0.9559,0.2027,1,8.4,0.4289,0.5666,69.5623,1
VH-02111,2022-05-31,5,Medium,2031.0,53.9,0.8893,0.0965,0,9.6,0.8076,0.6404,11.5879,1
VH-02112,2023-05-26,17,Medium,4893.6,114.5,0.3262,0.3332,2,7.8,0.2258,0.7919,68.4698,0
VH-02113,2022-09-28,9,Light,3741.1,102.6,0.99,0.5749,1,19.0,0.5138,0.7009,36.093,1
VH-02114,2023-11-22,23,Medium,7257.5,151.8,0.8324,0.269,1,8.6,0.6113,0.6565,8.6161,1
VH-02115,2023-03-27,15,Light,7326.8,178.8,0.6428,0.238,2,5.8,0.7295,0.5968,15.736,1
VH-02116,2023-04-26,16,Heavy,7486.0,179.9,0.8095,0.1596,1,3.1,0.5664,0.8901,36.7302,0
VH-02117,2022-05-31,5,Medium,3089.8,82.0,0.6155,0.3318,2,8.9,0.5153,0.7785,64.0667,0
VH-02118,2023-01-26,13,Light,5354.1,116.7,0.3695,0.7328,2,1.9,0.3532,0.6574,41.0179,0
VH-02119,2022-11-27,11,Light,5806.4,122.5,0.4855,0.3732,2,10.0,0.1441,0.5204,33.8596,0
VH-02120,2022-11-27,11,Light,5637.5,112.2,0.5331,0.5699,1,4.5,0.725,0.7486,36.1802,0
VH-02121,2023-01-26,13,Medium,3968.4,76.1,0.8219,0.0946,0,3.7,0.8607,0.6709,23.7794,1
VH-02122,2022-12-27,12,Light,6418.7,128.9,0.4041,0.3883,1,1.0,0.4591,0.6641,47.5741,0
VH-02123,2022-10-28,10,Medium,4500.7,105.5,0.8207,0.5122,0,3.2,0.6003,0.7562,23.5725,1
VH-02124,2022-06-30,6,Light,4692.2,100.8,0.8633,0.3688,1,13.2,0.7627,0.5824,10.0695,1
VH-02125,2022-10-28,10,Medium,2193.2,55.2,0.7822,0.1612,2,1.7,0.6728,0.447,50.0946,0
VH-02126,2023-09-23,21,Medium,5467.1,128.8,0.6798,0.5557,2,2.2,0.8369,0.8642,22.7159,0
VH-02127,2022-04-01,3,Medium,4109.4,75.4,0.6073,0.3975,2,2.2,0.4998,0.7999,52.5801,0
VH-02128,2023-11-22,23,Medium,5197.2,99.1,0.6884,0.5697,0,2.4,0.6175,0.584,26.7089,1
VH-02129,2023-03-27,15,Light,4852.7,104.4,0.8662,0.1595,0,6.8,0.8742,0.6515,56.5495,1
VH-02130,2022-11-27,11,Light,4771.4,94.4,0.819,0.4555,0,4.9,0.7727,0.8182,46.4285,0
VH-02131,2023-08-24,20,Light,4431.4,85.3,0.8624,0.444,1,9.2,0.5421,0.9868,54.1816,0
VH-02132,2023-11-22,23,Heavy,5679.9,151.7,0.9853,0.5243,2,3.2,0.6942,0.4026,15.2788,1
VH-02133,2023-07-25,19,Heavy,4201.7,70.4,0.6798,0.1546,0,3.3,0.6765,0.77,40.6989,1
VH-02134,2022-05-01,4,Heavy,2317.2,81.8,0.5509,0.1184,0,22.9,0.2854,0.8087,63.0529,1
VH-02135,2022-07-30,7,Medium,5353.4,123.3,0.8877,0.1601,2,5.5,0.5308,0.9093,62.4214,0
VH-02136,2023-11-22,23,Medium,3286.5,87.8,0.6939,0.4661,1,13.9,0.2934,0.775,39.3302,0
VH-02137,2022-05-01,4,Medium,2513.6,68.9,0.5566,0.042,2,0.9,0.3523,0.3747,40.7591,0
VH-02138,2023-03-27,15,Heavy,2966.6,75.2,0.7269,0.3291,1,5.0,0.3243,0.8791,34.5237,1
VH-02139,2023-01-26,13,Heavy,4925.0,134.4,0.7853,0.6206,0,3.7,0.4181,0.7826,54.9623,0
